Name,Studio,UPC,Price,Category,ESRB,Platform,Released_on,Dimensions,Weight,Cover_image 
 Halo 2 - Xbox,Microsoft,0805529792234,19.99,Xbox 360,Mature,Xbox,11/9/2004,5.2000 x 0.7000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/932/3-7932.jpg
 Bioshock - Xbox 360,2K,0710425392191,19.99,Xbox 360,Mature,Xbox 360,8/21/2007,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/495/3-8495.jpg
 Logitech Xbox360 Vantage USB Microphone,Logitech,0097855047656,1.0,Xbox 360,Unknown,Xbox 360,12/16/2043,6.3000 x 2.7600,0.8400 lbs.,https://secure.coverart.bookstores.com/large/928/3-8928.jpg
 The Lord of the Rings: The Battle for Middle-Earth II - Xbox 360,Electronic Arts,0827307931499,29.99,Xbox 360,Teen,Xbox 360,7/5/2006,5.3500 x 0.5500,0.2600 lbs.,https://secure.coverart.bookstores.com/large/439/3-8439.jpg
 NHL 12 (Xbox 360) by Electronic Arts,Electronic Arts,5030930103880,87.65,Xbox 360,Everyone 10+,Xbox 360,8/18/2042,5.3500 x 0.6300,0.2600 lbs.,https://secure.coverart.bookstores.com/large/349/3-62349.jpg
 BioShock 2 Special Edition -Xbox 360,2K,0710425396304,99.99,Xbox 360,Mature,Xbox 360,2/9/2010,Unknown,6.4500 lbs.,https://secure.coverart.bookstores.com/large/232/3-9232.jpg
 Sniper Elite V2 (Xbox 360),505 Games,8023171029399,37.99,Xbox 360,Suitable for 15 years and over,Xbox 360,5/4/2012,5.3000 x 0.6000,1.2200 lbs.,https://secure.coverart.bookstores.com/large/824/3-86824.jpg
 Asura's Wrath - Xbox 360,Capcom,0013388330447,49.99,Xbox 360,Teen,Xbox 360,2/21/2012,5.3000 x 0.6000,0.3900 lbs.,https://secure.coverart.bookstores.com/large/133/3-132133.jpg
 Dance Central,Microsoft,0885370267747,49.99,Xbox 360,Teen,Xbox 360,12/28/2010,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/656/3-56656.jpg
 Man vs. Wild - Xbox 360,SVG Distribution,0650008500608,29.99,Xbox 360,Teen,Xbox 360,4/12/2011,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/938/3-53938.jpg
 Sacred 2: Fallen Angel - Xbox 360,CDV Software Entertainment,0894388000000,19.99,Xbox 360,Mature,Xbox 360,5/12/2009,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/280/3-57280.jpg
 Crackdown - Xbox 360,Microsoft,0882224260596,29.99,Xbox 360,Mature,Xbox 360,2/20/2007,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/477/3-8477.jpg
 The Beatles: Rockband - George Harrison Gretch Duo Jet Guitar (Xbox 360),Electronic Arts,5030938078746,89.99,Xbox 360,Rating Pending,Xbox 360,9/9/2009,12.4000 x 2.7600,2.1400 lbs.,https://secure.coverart.bookstores.com/large/291/3-136291.jpg
 Major League Baseball 2K11 - Xbox 360,2K,5026555254007,19.99,Xbox 360,Everyone,Xbox 360,3/8/2011,5.3000 x 0.7000,0.3900 lbs.,https://secure.coverart.bookstores.com/large/810/3-56810.jpg
 Darksiders - Xbox 360,THQ,0752919550557,19.99,Xbox 360,Mature,Xbox 360,1/5/2010,5.4300 x 0.6300,0.2200 lbs.,https://secure.coverart.bookstores.com/large/350/3-8350.jpg
 Battleship,Activision Inc.,5030917109270,1.0,Xbox 360,Unknown,Xbox 360,1/17/2044,5.3500 x 0.6300,0.2200 lbs.,https://secure.coverart.bookstores.com/large/080/3-75080.jpg
 MVP 06: NCAA Baseball - Xbox,Electronic Arts,0014633151541,6.99,Xbox 360,Everyone,Xbox,9/8/2006,5.4000 x 0.6000,0.6000 lbs.,https://secure.coverart.bookstores.com/large/883/3-57883.jpg
 Fable III Limited Collector's Edition -Xbox 360,Microsoft,0885370164183,99.99,Xbox 360,Mature,Xbox 360,10/26/2010,8.8000 x 4.5000,1.7500 lbs.,https://secure.coverart.bookstores.com/large/039/3-30039.jpg
 Simpsons Road Rage,Electronic Arts,5030930028060,19.99,Xbox 360,Unknown,Xbox,3/22/2002,5.3500 x 0.6300,0.1400 lbs.,https://secure.coverart.bookstores.com/large/446/3-64446.jpg
 Blur - Xbox 360,Activision Inc.,0047875837331,39.99,Xbox 360,Everyone 10+,Xbox 360,5/25/2010,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/382/3-8382.jpg
 Warriors Orochi - Xbox 360,KOEI Corp,0040198001762,49.99,Xbox 360,Teen,Xbox 360,9/18/2007,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/298/3-8298.jpg
 Ultimate Marvel Vs. Capcom 3 - Xbox 360,Capcom,0013388330522,29.99,Xbox 360,Teen,Xbox 360,11/15/2011,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/489/3-58489.jpg
 Mass Effect 3: N7 Collector's Edition (Xbox 360) by Electronic Arts,Electronic Arts,5030930105075,310.33,Xbox 360,Unknown,Xbox 360,8/18/2042,5.5100 x 1.5000,1.2200 lbs.,https://secure.coverart.bookstores.com/large/005/3-87005.jpg
 Resident Evil 5: Gold Edition - Xbox 360,Capcom,0013388330225,39.99,Xbox 360,Mature,Xbox 360,3/9/2010,5.5000 x 0.7000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/479/3-30479.jpg
 Blue Dragon - Xbox 360,Microsoft,0882224465038,19.99,Xbox 360,Teen,Xbox 360,8/28/2007,5.3000 x 0.6000,0.4000 lbs.,https://secure.coverart.bookstores.com/large/546/3-8546.jpg
 Raiden IV Limited Edition w/Ultimate of Raiden Soundtrack,UFO Interactive,0695771500011,39.99,Xbox 360,Everyone 10+,Xbox 360,9/8/2009,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/379/3-8379.jpg
 Halo Reach,Microsoft,5050053300126,39.99,Xbox 360,Mature,Xbox 360,4/19/2040,5.5100 x 0.4700,0.2600 lbs.,https://secure.coverart.bookstores.com/large/141/3-62141.jpg
 Harry Potter and the Half Blood Prince - Xbox 360,Electronic Arts,0014633156133,29.99,Xbox 360,Everyone 10+,Xbox 360,6/30/2009,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/297/3-149297.jpg
 Kinect Sports Season Two,Microsoft,0885370316346,49.99,Xbox 360,Rating Pending,Xbox 360,10/25/2011,5.3000 x 0.6000,0.3800 lbs.,https://secure.coverart.bookstores.com/large/201/3-65201.jpg
 Sacred 2 Fallen Angel,Ascaron,0894388002097,0.0,Xbox 360,Mature,Xbox 360,1/1/1753,Unknown,0.5400 lbs.,https://secure.coverart.bookstores.com/large/869/3-146869.jpg
 Dead Island: Game of the Year Edition - Exclusive Limited Edition Twin Pack (Xbox 360),Deep Silver,4020628511128,29.99,Xbox 360,Unknown,Xbox 360,7/6/2012,8.5000 x 4.0900,0.7900 lbs.,https://secure.coverart.bookstores.com/large/976/3-83976.jpg
 Star Wars Battlefront II (Xbox),Activision,0023272328504,39.99,Xbox 360,Unknown,Xbox,10/31/2005,5.3500 x 0.5500,1.0200 lbs.,https://secure.coverart.bookstores.com/large/767/3-63767.jpg
 Mass Effect 2 Collector's Edition -Xbox 360,Electronic Arts,0014633168808,39.99,Xbox 360,Mature,Xbox 360,1/26/2010,Unknown,1.3300 lbs.,https://secure.coverart.bookstores.com/large/250/3-9250.jpg
 FIFA Soccer 12 - Xbox 360,Electronic Arts,0014633196368,9.99,Xbox 360,Everyone,Xbox 360,9/27/2011,5.3500 x 0.5500,0.1900 lbs.,https://secure.coverart.bookstores.com/large/170/3-58170.jpg
 The Lord Of The Rings: Conquest - Xbox 360,Electronic Arts,0014633156072,19.99,Xbox 360,Teen,Xbox 360,1/13/2009,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/685/3-8685.jpg
 Battlefield: Bad Company,Electronic Arts,0014633155761,49.99,Xbox 360,Teen,Xbox 360,1/17/2044,5.3000 x 0.4000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/310/3-8310.jpg
 Call of Duty 4: Modern Warfare - Xbox 360,Activision Inc.,0047875831612,18.98,Xbox 360,Mature,Xbox 360,11/5/2007,5.2000 x 0.6000,0.2200 lbs.,https://secure.coverart.bookstores.com/large/299/3-8299.jpg
 Legends of the Guardians (Xbox 360),Warner Bros. Interactive,5051892018944,39.99,Xbox 360,Rating Pending,Xbox 360,10/15/2010,5.3500 x 0.6300,0.1200 lbs.,https://secure.coverart.bookstores.com/large/363/3-64363.jpg
 Pro Evolution Soccer 2012 - Xbox 360,Konami,0083717301233,29.99,Xbox 360,Everyone,Xbox 360,9/27/2011,5.3000 x 0.6000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/479/3-58479.jpg
 Harry Potter and the Order of the Phoenix (Xbox 360),Electronic Arts,5030930057329,19.99,Xbox 360,Parental Guidance,Xbox 360,6/28/2007,5.3500 x 0.6300,0.1400 lbs.,https://secure.coverart.bookstores.com/large/193/3-64193.jpg
 Thrillville: Off the Rails,LucasArts,0023272406769,19.99,Xbox 360,Everyone 10+,Xbox 360,10/16/2007,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/289/3-8289.jpg
 NCAA Basketball 09 - Xbox 360,Electronic Arts,0014633155860,24.99,Xbox 360,Everyone,Xbox 360,11/17/2008,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/353/3-8353.jpg
 Dreamfall: The Longest Journey (Xbox),Empire,9782742966837,29.99,Xbox 360,Unknown,Xbox,8/11/2006,5.1200 x 0.5500,0.1600 lbs.,https://secure.coverart.bookstores.com/large/758/3-83758.jpg
 NBA Live 09 - Xbox 360,Electronic Arts,0014633155846,15.22,Xbox 360,Everyone,Xbox 360,10/7/2008,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/259/3-57259.jpg
 Morrowind: Game of the Year Edition (Xbox),Ubisoft,3307210162182,29.99,Xbox 360,Unknown,Xbox,2/20/2004,5.3500 x 0.6300,0.1800 lbs.,https://secure.coverart.bookstores.com/large/298/3-78298.jpg
 NBA Jam - Xbox 360,Electronic Arts,0014633195767,19.99,Xbox 360,Everyone,Xbox 360,11/16/2010,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/141/3-32141.jpg
 Fear 2: Project Origin,Warner Bros,0883929020768,19.99,Xbox 360,Mature,Xbox 360,2/10/2009,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/153/3-5153.jpg
 Grand Theft Auto IV,Take Two Interactive,0710425390128,16.0,Xbox 360,Mature,Xbox 360,8/14/2018,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/251/3-8251.jpg
 Sonic Generations - Xbox 360,"Sega Of America, Inc.",0010086680560,49.95,Xbox 360,Everyone,Xbox 360,11/1/2011,5.3000 x 0.6000,0.3900 lbs.,https://secure.coverart.bookstores.com/large/183/3-58183.jpg
 EA Sports Active 2 - Xbox 360,Electronic Arts,0014633194753,39.99,Xbox 360,Everyone,Xbox 360,11/16/2010,Unknown,0.4000 lbs.,https://secure.coverart.bookstores.com/large/345/3-30345.jpg
 Halo: Combat Evolved Anniversary,Microsoft,0151903033593,19.99,Xbox 360,Mature,Xbox 360,11/15/2011,5.4000 x 0.2500,0.2000 lbs.,https://secure.coverart.bookstores.com/large/915/3-152915.jpg
 Star Wars: The Force Unleashed II,LucasArts,0023272341770,29.99,Xbox 360,Teen,Xbox 360,10/26/2010,Unknown,0.3800 lbs.,https://secure.coverart.bookstores.com/large/053/3-30053.jpg
 WWE SmackDown vs. Raw 2011,THQ,0752919552254,1.0,Xbox 360,Teen,Xbox 360,10/26/2010,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/122/3-30122.jpg
 Alan Wake,Microsoft,0885370085259,34.99,Xbox 360,Teen,Xbox 360,5/18/2010,5.3000 x 0.5000,0.4800 lbs.,https://secure.coverart.bookstores.com/large/320/3-8320.jpg
 The Elder Scrolls IV: Oblivion,Bethesda,0093155117532,19.99,Xbox 360,Mature,Xbox 360,5/4/2010,Unknown,0.0200 lbs.,https://secure.coverart.bookstores.com/large/859/3-8859.jpg
 Star Wars: Battlefront (Xbox),Activision,0023272324506,39.99,Xbox 360,Rating Pending,Xbox,9/24/2004,5.3500 x 0.5500,1 lbs.,https://secure.coverart.bookstores.com/large/120/3-64120.jpg
 Command & Conquer 3: Tiberium Wars - Xbox 360,Electronic Arts,0014633155723,29.99,Xbox 360,Teen,Xbox 360,5/8/2007,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/507/3-8507.jpg
 Bayonetta - Xbox 360,"Sega Of America, Inc.",4974365881320,29.99,Xbox 360,Mature,Xbox 360,1/5/2010,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/764/3-8764.jpg
 FIFA 12 (Xbox 360),Electronic Arts,5030930104108,9.51,Xbox 360,Kids to Adults,Xbox 360,9/30/2011,5.4000 x 0.6000,0.1600 lbs.,https://secure.coverart.bookstores.com/large/353/3-62353.jpg
 Final Fantasy XIII-2,Square Enix,0662248911014,59.99,Xbox 360,Teen,Xbox 360,1/31/2012,5.3000 x 0.6000,0.4300 lbs.,https://secure.coverart.bookstores.com/large/604/3-58604.jpg
 Elder Scrolls IV: Oblivion Game of the Year Edition -Xbox 360,Bethesda,0710425392849,29.99,Xbox 360,Mature,Xbox 360,9/10/2007,5.3000 x 0.6000,0.4500 lbs.,https://secure.coverart.bookstores.com/large/300/3-8300.jpg
 Ace Combat 6: Fires of Liberation (Platinum Hits),Namco,0722674210102,19.99,Xbox 360,Teen,Xbox 360,10/23/2007,5.2000 x 0.6000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/283/3-8283.jpg
 X360 red dead redemption : game of the year edition (eu),Take 2,5026555255004,1.0,Xbox 360,Mature,Xbox 360,1/17/2044,Unknown,0.4400 lbs.,https://secure.coverart.bookstores.com/large/366/3-62366.jpg
 Far Cry 2 - Xbox 360,UBI Soft,0008888524083,29.99,Xbox 360,Mature,Xbox 360,10/21/2008,5.3000 x 0.6000,0.0500 lbs.,https://secure.coverart.bookstores.com/large/677/3-8677.jpg
 Resonance of Fate - Xbox 360,"Sega of America, Inc.",0010086680393,22.96,Xbox 360,Teen,Xbox 360,3/16/2010,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/785/3-8785.jpg
 Street Fighter X Tekken - Xbox 360,Capcom,0013388330454,19.99,Xbox 360,Teen,Xbox 360,3/6/2012,4.9000 x 0.5000,0.3300 lbs.,https://secure.coverart.bookstores.com/large/907/3-120907.jpg
 Sniper Elite (Xbox),Ubisoft,3563650617471,24.99,Xbox 360,Unknown,Xbox,10/7/2005,5.1200 x 0.6300,0.2200 lbs.,https://secure.coverart.bookstores.com/large/881/3-64881.jpg
 Bible Game - Xbox,Crave Entertainment,0650008499179,9.99,Xbox 360,Everyone,Xbox,9/8/2006,5.1000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/142/3-8142.jpg
 Halo Reach,Microsoft,0885370166675,39.99,Xbox 360,Mature,Xbox 360,9/14/2010,5.4000 x 0.6000,0.4500 lbs.,https://secure.coverart.bookstores.com/large/790/3-8790.jpg
 Band Hero featuring Taylor Swift,Activision Inc.,0047875959590,8.48,Xbox 360,Everyone 10+,Xbox 360,11/3/2009,5.3000 x 0.5000,0.0500 lbs.,https://secure.coverart.bookstores.com/large/776/3-8776.jpg
 Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Bethesda,0093155129658,19.99,Xbox 360,Mature,Xbox 360,8/25/2009,Unknown,0.4500 lbs.,https://secure.coverart.bookstores.com/large/172/3-9172.jpg
 Dance Central 2 - Xbox 360,Microsoft,0885370354713,29.99,Xbox 360,Teen,Xbox 360,10/25/2011,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/395/3-65395.jpg
 Army of Two: The 40th Day - Xbox 360,Electronic Arts,0014633157130,19.99,Xbox 360,Mature,Xbox 360,1/12/2010,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/557/3-56557.jpg
 Skate 3 - Xbox 360,Electronic Arts,0014633192933,19.99,Xbox 360,Teen,Xbox 360,5/11/2010,5 x 0.1000,0.0400 lbs.,https://secure.coverart.bookstores.com/large/818/3-8818.jpg
" Batman: Arkham Asylum - Collector's Edition, Xbox 360",Eidos Interactive,0788687200912,49.99,Xbox 360,Teen,Xbox 360,8/25/2009,Unknown,4.5500 lbs.,https://secure.coverart.bookstores.com/large/179/3-9179.jpg
 Alice: Madness Returns by Electronic Arts,Electronic Arts,5030930097141,136.79,Xbox 360,Mature,Xbox 360,8/18/2042,5.2000 x 0.5500,1.0200 lbs.,https://secure.coverart.bookstores.com/large/644/3-62644.jpg
 Two Worlds - Collector's Edition (Xbox 360),Southpeak,5060112740916,49.99,Xbox 360,Suitable for 12 years and over,Xbox 360,8/31/2007,5.5900 x 1.1800,1 lbs.,https://secure.coverart.bookstores.com/large/852/3-82852.jpg
 Star Wars: The Force Unleashed II Collector's Edition -Xbox 360,Lucas Arts Entertainment,0023272343767,49.99,Xbox 360,Teen,Xbox 360,10/26/2010,Unknown,0.6300 lbs.,https://secure.coverart.bookstores.com/large/068/3-30068.jpg
 Binary Domain - Xbox 360,Sega of America,0010086680546,12.73,Xbox 360,Mature,Xbox 360,2/28/2012,5.3000 x 0.6000,0.2200 lbs.,https://secure.coverart.bookstores.com/large/034/3-129034.jpg
 Spongebob Squarepants The Battle For Bikini Bottom - Xbox,THQ,0752919520192,19.99,Xbox 360,Everyone,Xbox,9/22/2003,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/971/3-7971.jpg
 London 2012 - The Official Video Game of the Olympic Games (Xbox 360),Sega,5055277017102,49.99,Xbox 360,Suitable for 12 years and over,Xbox 360,6/29/2012,5.4000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/285/3-131285.jpg
 Left 4 Dead - Xbox 360,Electronic Arts,0014633098563,29.99,Xbox 360,Mature,Xbox 360,11/17/2008,5.5000 x 0.5000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/286/3-8286.jpg
 Halo 2: Limited Collector's Edition,Microsoft,0805529884236,1.0,Xbox 360,Mature,Xbox,1/17/2044,5.4000 x 0.6000,0.8500 lbs.,https://secure.coverart.bookstores.com/large/073/3-9073.jpg
 Karaoke Revolution Party,Konami,0083717300489,9.75,Xbox 360,Everyone 10+,Xbox,1/17/2044,5.4000 x 0.9000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/888/3-24888.jpg
 WWE Smackdown Vs. Raw 2009 - Classics Edition (Xbox 360),THQ,4005209121811,24.99,Xbox 360,Suitable for 15 years and over,Xbox 360,7/17/2009,5.3500 x 0.5500,1 lbs.,https://secure.coverart.bookstores.com/large/858/3-84858.jpg
 Transformers: The Game - Cybertron Edition (Xbox 360),Unknown,5030917046261,1.0,Xbox 360,Unknown,Xbox 360,8/18/2042,5.4000 x 0.7000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/475/3-137475.jpg
 Tiger Woods Pga Tour 12 : The Masters (Xbox 360),EA Sports,5030930098056,1.0,Xbox 360,Everyone,Xbox 360,1/17/2044,5.2800 x 0.5500,0.2200 lbs.,https://secure.coverart.bookstores.com/large/266/3-62266.jpg
 Aliens vs Predator - Xbox 360,"Sega of America, Inc.",0010086680423,19.99,Xbox 360,Mature,Xbox 360,2/16/2010,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/920/3-152920.jpg
 Spider-Man: Shattered Dimensions - Xbox 360,Activision Inc.,0047875839670,29.99,Xbox 360,Teen,Xbox 360,9/7/2010,5.3000 x 0.6000,0.0500 lbs.,https://secure.coverart.bookstores.com/large/856/3-8856.jpg
 Tom Clancy's H.A.W.X 2 - Xbox 360,UBI Soft,0008888526261,19.99,Xbox 360,Teen,Xbox 360,9/7/2010,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/861/3-8861.jpg
 Naruto: Rise of a Ninja - Classics Edition (Xbox 360),Unknown,3307212277907,1.0,Xbox 360,Unknown,Xbox 360,1/17/2044,5.3500 x 0.5500,0.2200 lbs.,https://secure.coverart.bookstores.com/large/960/3-82960.jpg
 Halo Reach,Microsoft,0885370040159,19.99,Xbox 360,Mature,Xbox 360,9/14/2010,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/878/3-146878.jpg
 Madden NFL 12 - Hall of Fame Edition,Electronic Arts,0014633196924,29.99,Xbox 360,Everyone,Xbox 360,8/30/2011,5.7000 x 0.9000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/125/3-58125.jpg
 Alone in the Dark - Limited Edition by Atari,Namco Bandai,3546430140444,68.16,Xbox 360,Unknown,Xbox 360,8/18/2042,5.3500 x 0.6300,0.4900 lbs.,https://secure.coverart.bookstores.com/large/975/3-85975.jpg
 NCAA Football 11 - Xbox 360,Electronic Arts,0014633193596,24.99,Xbox 360,Everyone,Xbox 360,7/13/2010,5.3100 x 0.5900,0.1000 lbs.,https://secure.coverart.bookstores.com/large/847/3-8847.jpg
 Spider-Man: Web of Shadows,Activision Inc.,0047875832916,29.99,Xbox 360,Teen,Xbox 360,10/21/2008,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/661/3-8661.jpg
 Wipeout 2 - Xbox 360,Activision Inc.,0047875765801,39.08,Xbox 360,Everyone 10+,Xbox 360,10/11/2011,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/224/3-65224.jpg
 Mirror's Edge - Xbox 360,Electronic Arts,0014633156126,19.99,Xbox 360,Teen,Xbox 360,11/11/2008,5.3000 x 0.6000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/636/3-8636.jpg
 Crash Mind Over Mutant - Xbox 360,Activision Inc.,0020626727587,39.99,Xbox 360,Everyone 10+,Xbox 360,10/7/2008,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/518/3-56518.jpg
 NBA 2K11 - Xbox 360,2K Sports,5026555252119,39.99,Xbox 360,Everyone,Xbox 360,10/5/2010,5.4000 x 0.6000,0.1000 lbs.,https://secure.coverart.bookstores.com/large/047/3-30047.jpg
 Monster Jam 3: Path of Destruction - Xbox 360,Activision Publishing,0047875765009,39.99,Xbox 360,Everyone,Xbox 360,11/9/2010,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/826/3-53826.jpg
 Godzilla Destroy All Monsters - Xbox,Atari Inc.,0742725246492,19.99,Xbox 360,Teen,Xbox,4/15/2002,5.3000 x 0.6000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/929/3-7929.jpg
 Call of Duty: Modern Warfare 2,Infinity Ward,0047875837492,30.0,Xbox 360,Mature,Xbox 360,1/17/2044,5.4000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/376/3-8376.jpg
 Batman Arkham Asylum,Square Enix,0788687200905,29.99,Xbox 360,Teen,Xbox 360,8/25/2009,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/712/3-8712.jpg
 Warner Bros. Interactive Lego Harry Potter Years 1-4 (Xbox 360),Warner Bros.,5051892011525,1.0,Xbox 360,Rating Pending,Xbox 360,8/18/2042,5.3500 x 0.5500,0.2600 lbs.,https://secure.coverart.bookstores.com/large/515/3-62515.jpg
 Midnight Club: Los Angeles (Platinum Hits),Rockstar Games,0710425397172,19.99,Xbox 360,Teen,Xbox 360,9/28/2009,5.3000 x 0.6000,0.0200 lbs.,https://secure.coverart.bookstores.com/large/814/3-8814.jpg
 Borderlands Game of the Year,2K Games,0710425398803,39.99,Xbox 360,Mature,Xbox 360,10/12/2010,5.5000 x 0.6000,0.4700 lbs.,https://secure.coverart.bookstores.com/large/177/3-30177.jpg
 Star Wars: Battlefront Classics (Xbox),Activision,0023272001865,19.99,Xbox 360,Unknown,Xbox,7/1/2005,5.3500 x 0.5500,0.1400 lbs.,https://secure.coverart.bookstores.com/large/522/3-68522.jpg
